Recipe,Name,Amount,Unit
Marinerede sild med friterede løg,Fint salt,0,5,½tsk
Marinerede sild med friterede løg,Marinerede sild i mundrette stykker ca. 300 g,4,stk
Marinerede sild med friterede løg,Smilende æg,8,stk
Marinerede sild med friterede løg,Fintstrimlede blade af ramsløg,0,stk
Marinerede sild med friterede løg,Rugbrød - evt. ristet,8,skiver
Havregrynskugler a la romkugler,Finvalsede havregryn,175,g
Havregrynskugler a la romkugler,Flormelis,100,g
Havregrynskugler a la romkugler,Kakaopulver,4,5,½spsk
Havregrynskugler a la romkugler,Blødt smør,50,g
Havregrynskugler a la romkugler,Abrikos- eller hindbærmarmelade,4,5,½spsk
Havregrynskugler a la romkugler,Romessens rom eller romaroma,1,tsk
Havregrynskugler a la romkugler,Kokosmel krymmel eller sesamfrø,0,stk
Rosenkålssalat med æbler,Rosenkål,250,g
Rosenkålssalat med æbler,Æbler fx ingridmarie,2,stk
Rosenkålssalat med æbler,Citron usprøjtet,0,5,½
Rosenkålssalat med æbler,Appelsin,0,5,½
Rosenkålssalat med æbler,Piskefløde,2,dl
Rosenkålssalat med æbler,Sukker,2,spsk
Rosenkålssalat med æbler,Dijonsennep,0,5,½tsk
Rosenkålssalat med æbler,Æbler i tynde både,0,stk
Rosenkålssalat med æbler,Blade af rosenkål,0,stk
Rosenkålssalat med æbler,Rugbrød,120,g
Madbrød med ost,Koldt vand,3,dl
Madbrød med ost,Gær,25,g
Madbrød med ost,Sukker,1,spsk
Madbrød med ost,Hvid hvedemel,100,g
Madbrød med ost,Groft salt,1,5,½tsk
Madbrød med ost,Hvedemel ca. 7 dl,300,g
Madbrød med ost,Blødt smør,20,g
Madbrød med ost,Dukkah,2,spsk
Madbrød med ost,Babyspinatblade,50,g
Madbrød med ost,Rød peberfrugt i strimler,1,stk
Madbrød med ost,Revet cheddarost,175,g
Madbrød med ost,Sammenpisket æg til pensling,1,stk
Madbrød med ost,Dukkah til at drysse ovenpå,0,5,½tsk
Roulade med hvid chokoladecreme og solbær,Vaniljestang,1,stk
Roulade med hvid chokoladecreme og solbær,Piskefløde,4,dl
Roulade med hvid chokoladecreme og solbær,Hvid chokolade,250,g
Roulade med hvid chokoladecreme og solbær,Æg,5,stk
Roulade med hvid chokoladecreme og solbær,Sukker,125,g
Roulade med hvid chokoladecreme og solbær,Hvedemel,50,g
Roulade med hvid chokoladecreme og solbær,Kakaopulver,4,spsk
Roulade med hvid chokoladecreme og solbær,Bagepulver,1,tsk
Roulade med hvid chokoladecreme og solbær,1 nip fint salt,0,stk
Roulade med hvid chokoladecreme og solbær,Sukker,1,spsk
Roulade med hvid chokoladecreme og solbær,Solbærmarmelade eller rabarbermarmelade af god kvalitet,400,g
Roulade med hvid chokoladecreme og solbær,Sukker,50,g
Roulade med hvid chokoladecreme og solbær,Solbærstøv eller hindbærstøv,2,tsk
Roulade med hvid chokoladecreme og solbær,Spiselige blomster fx hornvioler syren eller skovsyre,0,stk
Svensk knækbrød,Mælk,3,dl
Svensk knækbrød,Gær,25,g
Svensk knækbrød,Flydende honning,0,5,½spsk
Svensk knækbrød,Groft rugmel ca. 5 dl,325,g
Svensk knækbrød,Hvedemel ca. 3 dl,200,g
Svensk knækbrød,Hørfrø ca. ½ dl,40,g
Svensk knækbrød,Groft salt,0,5,½tsk
Svensk knækbrød,Græskarkerner ca. ½ dl,40,g
Svensk knækbrød,Solsikkekerner ca. ½ dl,35,g
Svensk knækbrød,Flagesalt,1,spsk
Svensk knækbrød,Hel spidskommen,0,5,½spsk
Svensk chokoladekage med kaffe og ganache,Smør,10,g
Svensk chokoladekage med kaffe og ganache,Kokosmel,0,5,½dl
Svensk chokoladekage med kaffe og ganache,Æg,2,stk
Svensk chokoladekage med kaffe og ganache,Sukker ca. 2½ dl,250,g
Svensk chokoladekage med kaffe og ganache,Smør - smeltet og afkølet,100,g
Svensk chokoladekage med kaffe og ganache,Hvedemel ca. 1½ dl,85,g
Svensk chokoladekage med kaffe og ganache,Kakaopulver,5,spsk
Svensk chokoladekage med kaffe og ganache,Vaniljesukker,1,spsk
Svensk chokoladekage med kaffe og ganache,Groft salt,0,25,¼tsk
Svensk chokoladekage med kaffe og ganache,Espressokaffe - afkølet,3,spsk
Svensk chokoladekage med kaffe og ganache,Grofthakket mørk chokolade,125,g
Svensk chokoladekage med kaffe og ganache,Piskefløde,2,5,½dl
Svensk chokoladekage med kaffe og ganache,Sukker ca. 1¼ dl,100,g
Svensk chokoladekage med kaffe og ganache,Lys sirup,1,25,¼dl
Svensk chokoladekage med kaffe og ganache,Nutella,150,g
Svensk chokoladekage med kaffe og ganache,Smør,50,g
Svensk chokoladekage med kaffe og ganache,Jordbær eller andre bær i sæson,0,5,½kg
Pasta i oreganofløde med stegte peberfrugter,Vand,3,liter
Pasta i oreganofløde med stegte peberfrugter,Groft salt,3,tsk
Pasta i oreganofløde med stegte peberfrugter,Tørret pasta fx fettuccine,400,g
Pasta i oreganofløde med stegte peberfrugter,Rapsolie,2,tsk
Pasta i oreganofløde med stegte peberfrugter,Røde og gule peberfrugter i lange strimler ca. 600 g,6,stk
Pasta i oreganofløde med stegte peberfrugter,Rødløg i både ca. 200 g,3,stk
Pasta i oreganofløde med stegte peberfrugter,Groft salt,1,tsk
Pasta i oreganofløde med stegte peberfrugter,Røgede mandler,75,g
Pasta i oreganofløde med stegte peberfrugter,Madlavningsfløde,0,25,¼liter
Pasta i oreganofløde med stegte peberfrugter,Grofthakkede oreganoblade,1,dl
Pasta i oreganofløde med stegte peberfrugter,Groft salt,0,5,½tsk
Pasta i oreganofløde med stegte peberfrugter,Groftkværnet peber,0,stk
Fyldte hvidkålspakker med råkost og kaperssauce,Blade hvidkål ca. 250 g,8,stk
Fyldte hvidkålspakker med råkost og kaperssauce,Hakket grise- og kalvekød ca. 6% fedt,400,g
Fyldte hvidkålspakker med råkost og kaperssauce,Groft salt,1,tsk
Fyldte hvidkålspakker med råkost og kaperssauce,Friskkværnet peber,0,stk
Fyldte hvidkålspakker med råkost og kaperssauce,Æg,1,stk
Fyldte hvidkålspakker med råkost og kaperssauce,Hvedemel,2,spsk
Fyldte hvidkålspakker med råkost og kaperssauce,Mælk,1,dl
Fyldte hvidkålspakker med råkost og kaperssauce,Finthakkede soltørrede tomater,75,g
Fyldte hvidkålspakker med råkost og kaperssauce,Finthakket rødløg ca. 75 g,1,stk
Fyldte hvidkålspakker med råkost og kaperssauce,Små knuste fed hvidløg,4,stk
Fyldte hvidkålspakker med råkost og kaperssauce,Finthakket bredbladet persille,1,dl
Fyldte hvidkålspakker med råkost og kaperssauce,Grofthakkede kapers,2,spsk
Fyldte hvidkålspakker med råkost og kaperssauce,Fintstrimlet hvidkål,200,g
Fyldte hvidkålspakker med råkost og kaperssauce,Groftrevne gulerødder ca. 200 g,4,stk
Fyldte hvidkålspakker med råkost og kaperssauce,Finthakket rødløg ca. 75 g,1,stk
Fyldte hvidkålspakker med råkost og kaperssauce,Finthakkede soltørrede tomater,25,g
Fyldte hvidkålspakker med råkost og kaperssauce,Finthakket bredbladet persille,1,dl
Fyldte hvidkålspakker med råkost og kaperssauce,Koldpresset rapsolie,1,spsk
Fyldte hvidkålspakker med råkost og kaperssauce,Mælkesauce,0,5,½liter
Fyldte hvidkålspakker med råkost og kaperssauce,Kapers,4,spsk
Fyldte hvidkålspakker med råkost og kaperssauce,Kartofler - kogte,800,g
Fyldte hvidkålspakker med råkost og kaperssauce,Bredbladet persille,0,stk
Braiserede svinekæber med æble og mos,Kæbeklumper grisekinder,600,g
Braiserede svinekæber med æble og mos,Groft salt,1,25,¼tsk
Braiserede svinekæber med æble og mos,Friskkværnet peber,0,stk
Braiserede svinekæber med æble og mos,Smeltet smør,1,spsk
Braiserede svinekæber med æble og mos,Hvedemel,2,spsk
Braiserede svinekæber med æble og mos,Æblemost,2,dl
Braiserede svinekæber med æble og mos,Frosne perleløg,200,g
Braiserede svinekæber med æble og mos,Sambal oelek,1,tsk
Braiserede svinekæber med æble og mos,Kidneybønner ca. 400 g,1,dåse
Braiserede svinekæber med æble og mos,Frosne grønne bønner,150,g
Braiserede svinekæber med æble og mos,Madlavningsfløde,1,5,½dl
Braiserede svinekæber med æble og mos,Rødkindede æbler i tynde både ca. 200 g,2,stk
Braiserede svinekæber med æble og mos,Skrællede bagekartofler i grove stykker ca. 500 g,2,stk
Braiserede svinekæber med æble og mos,Skrællet knoldselleri i grove stykker ca. 500 g,0,5,½
Braiserede svinekæber med æble og mos,Madlavningsfløde,1,dl
Braiserede svinekæber med æble og mos,Groft salt,1,tsk
Braiserede svinekæber med æble og mos,Friskkværnet peber,0,stk
Nøddekage med muligheder,Smør,150,g
Nøddekage med muligheder,Mælk,1,dl
Nøddekage med muligheder,Æg,2,stk
Nøddekage med muligheder,Sukker ca. 3 dl ca. g,250,g
Nøddekage med muligheder,Hvedemel ca. 2½ dl,150,g
Nøddekage med muligheder,Fintmalede hasselnøddekerner,100,g
Nøddekage med muligheder,Bagepulver,2,tsk
Nøddekage med muligheder,Smør - til pensling,15,g
Nøddekage med muligheder,Rasp,3,spsk
Nøddekage med muligheder,Mørk chokolade,100,g
Nøddekage med muligheder,Smør,10,g
Nøddekage med muligheder,Hasselnøddekerner,100,g
Nøddekage med muligheder,Frisk frugt fx mangofrugt appelsinfileter og/eller ananas,600,g
Ratatouille a la creme,Aubergine i grove stykker ca. 450 g,1,stk
Ratatouille a la creme,Groft salt,1,tsk
Ratatouille a la creme,Smør,25,g
Ratatouille a la creme,Rødløg i tynde både ca. 300 g,4,stk
Ratatouille a la creme,Finthakkede fed hvidløg,3,stk
Ratatouille a la creme,Grøn squash i grove tern ca. 350 g,1,stk
Ratatouille a la creme,Gul peberfrugt i tynde strimler ca. 150 g,1,stk
Ratatouille a la creme,Hakkede tomater med chili,1,dåse
Ratatouille a la creme,Strimlede basilikumblade,0,5,½dl
Ratatouille a la creme,Tørret timian,1,5,½tsk
Ratatouille a la creme,Groft salt,1,tsk
Ratatouille a la creme,Friskkværnet peber,0,stk
Ratatouille a la creme,Piskefløde,1,dl
Bedecarpaccio med gedeostcreme,Frisk gedeost,200,g
Bedecarpaccio med gedeostcreme,Piskefløde,1,dl
Bedecarpaccio med gedeostcreme,Fintrevet citronskal usprøjtet,1,tsk
Bedecarpaccio med gedeostcreme,Friskpresset citronsaft,2,tsk
Bedecarpaccio med gedeostcreme,Groft salt,0,5,½tsk
Bedecarpaccio med gedeostcreme,Friskkværnet peber,0,stk
Bedecarpaccio med gedeostcreme,Gul bede ca. 200 g,1,stk
Bedecarpaccio med gedeostcreme,Bolsjebeder ca. 200 g,2,stk
Bedecarpaccio med gedeostcreme,Olivenolie,1,spsk
Bedecarpaccio med gedeostcreme,Akaciehonning,1,spsk
Bedecarpaccio med gedeostcreme,Grofthakkede valnøddekerner,50,g
Bedecarpaccio med gedeostcreme,Friskkværnet peber,0,stk
Bedecarpaccio med gedeostcreme,Lyst brød fx små briocher,200,g
Åben toast med æg  bacon og ost,Bacontern,75,g
Åben toast med æg  bacon og ost,Eddike,3,spsk
Åben toast med æg  bacon og ost,Sukker,2,spsk
Åben toast med æg  bacon og ost,Rødløg i tynde både ca. 75 g,1,stk
Åben toast med æg  bacon og ost,Cherrytomater i halve,75,g
Åben toast med æg  bacon og ost,Finthakkede mynteblade,1,dl
Åben toast med æg  bacon og ost,Skæreost,4,skiver
Åben toast med æg  bacon og ost,Koldhævet hvedebrød,2,skiver
Åben toast med æg  bacon og ost,Æg,2,stk
Åben toast med æg  bacon og ost,Flagesalt,0,stk
Bowl med ris og laks,Fraiche,2,dl
Bowl med ris og laks,Fintrevet peberrod,2,spsk
Bowl med ris og laks,Groft salt,0,5,½tsk
Bowl med ris og laks,Brune ris parboiled ca. 3 dl,225,g
Bowl med ris og laks,Vand,4,dl
Bowl med ris og laks,Groft salt,0,75,¾tsk
Bowl med ris og laks,Edamamebønner,200,g
Bowl med ris og laks,Skrællede bolsjebeder,200,g
Bowl med ris og laks,Friskpresset limesaft,2,spsk
Bowl med ris og laks,Skrællede gulerødder,200,g
Bowl med ris og laks,Sukkerærtespirer eller ærteskud,25,g
Bowl med ris og laks,Smør,15,g
Bowl med ris og laks,Laksefilet skåret i tern ca. 3 x 3 cm,500,g
Bowl med ris og laks,Groft salt,1,tsk
Bowl med ris og laks,Limefrugt i både,1,stk
Sprøde fiskefrikadeller,Finthakket laksefilet,200,g
Sprøde fiskefrikadeller,Groft salt,1,tsk
Sprøde fiskefrikadeller,Æg,1,stk
Sprøde fiskefrikadeller,Hvedemel ca. 1 dl,50,g
Sprøde fiskefrikadeller,Mælk,1,dl
Sprøde fiskefrikadeller,Grofthakket broccoli,75,g
Sprøde fiskefrikadeller,Fintrevet citronskal usprøjtet,1,spsk
Sprøde fiskefrikadeller,Rasp,100,g
Sprøde fiskefrikadeller,Grofthakket bredbladet persille,2,dl
Sprøde fiskefrikadeller,Smør,25,g
Nordisk paella med blåmuslinger,Perlebyg ca. 3 dl,240,g
Nordisk paella med blåmuslinger,Rapsolie,1,tsk
Nordisk paella med blåmuslinger,Porre i ringe ca. 100 g,1,stk
Nordisk paella med blåmuslinger,Løg i tynde både ca. 150 g,2,stk
Nordisk paella med blåmuslinger,Stort finthakket fed hvidløg,1,stk
Nordisk paella med blåmuslinger,Øl fx pilsner - eller ikke for sød cider,2,dl
Nordisk paella med blåmuslinger,Grøntsagsbouillon,0,5,½liter
Nordisk paella med blåmuslinger,Groft salt,0,5,½tsk
Nordisk paella med blåmuslinger,Friske blåmuslinger i skal,1,kg
Nordisk paella med blåmuslinger,Rapsolie,1,tsk
Nordisk paella med blåmuslinger,Gulerødder i tern ca. 250 g,4,stk
Nordisk paella med blåmuslinger,Finthakket frisk timian,1,spsk
Nordisk paella med blåmuslinger,Piskefløde,0,5,½dl
Nordisk paella med blåmuslinger,Groft salt,0,5,½tsk
Nordisk paella med blåmuslinger,Friskkværnet peber,0,stk
Nordisk paella med blåmuslinger,Grofthakket frisk dild,0,5,½dl
Nordisk paella med blåmuslinger,Fintklippet purløg,0,5,½dl
Kartoffelmos med brændende kylling,Vand,1,liter
Kartoffelmos med brændende kylling,Melede kartofler i grove stykker,1,25,¼kg
Kartoffelmos med brændende kylling,Madlavningsfløde,1,5,½dl
Kartoffelmos med brændende kylling,Frossen helbladet spinat,400,g
Kartoffelmos med brændende kylling,Groft salt,1,5,½tsk
Kartoffelmos med brændende kylling,Friskkværnet peber,0,stk
Kartoffelmos med brændende kylling,Bacon ca. 125 g,8,skiver
Kartoffelmos med brændende kylling,Rapsolie,1,spsk
Kartoffelmos med brændende kylling,Hakket kyllingekød,300,g
Kartoffelmos med brændende kylling,Rødløg i meget tynde både ca. 300 g,3,stk
Kartoffelmos med brændende kylling,Finthakket rød chilipeber ca. spsk,1,spsk
Kartoffelmos med brændende kylling,Groft salt,1,tsk
Kartoffelmos med brændende kylling,Friskkværnet peber,0,stk
Kartoffelmos med brændende kylling,Syltede agurker,150,g
Frikadelle med kalkun,Hakket kalkunkød,300,g
Frikadelle med kalkun,Groft salt,1,5,½tsk
Frikadelle med kalkun,Fintrevet løg,1,spsk
Frikadelle med kalkun,Finthakket grøn peberfrugt,1,stk
Frikadelle med kalkun,Finthakket rød peberfrugt,1,stk
Frikadelle med kalkun,Friskkværnet peber,0,stk
Frikadelle med kalkun,Æg,1,stk
Frikadelle med kalkun,Mælk,1,5,½dl
Frikadelle med kalkun,Rasp ca. 1 dl,50,g
Frikadelle med kalkun,Smør,25,g
Frikadelle med kalkun,Mælkesauce,0,5,½liter
Frikadelle med kalkun,Revet muskatnød,0,25,¼tsk
Frikadelle med kalkun,Groft salt,0,5,½tsk
Frikadelle med kalkun,Friskkværnet peber,0,stk
Frikadelle med kalkun,Kogte kartofler,1,kg
Frikadelle med kalkun,Dampet broccoli,400,g
Cremet safransauce med appelsin,Smør,25,g
Cremet safransauce med appelsin,Gulerødder i små tern ca. 150 g,3,stk
Cremet safransauce med appelsin,Safran,0,25,¼tsk
Cremet safransauce med appelsin,Vand,1,dl
Cremet safransauce med appelsin,Fintrevet appelsinskal usprøjtet,1,tsk
Cremet safransauce med appelsin,Friskpresset appelsinsaft,0,5,½dl
Cremet safransauce med appelsin,Groft salt,1,tsk
Cremet safransauce med appelsin,Friskkværnet peber,0,stk
Cremet safransauce med appelsin,Creme fraiche 38%,3,dl
Grøn omelet med rød salsa,Tomater i små tern,300,g
Grøn omelet med rød salsa,Røde peberfrugter i små tern ca. 300 g,2,stk
Grøn omelet med rød salsa,Finthakkede rødløg ca. 150 g,2,stk
Grøn omelet med rød salsa,Radiser eller ræddiker i halve skiver,200,g
Grøn omelet med rød salsa,Finthakket rød chilipeber - uden vægge og kerner,1,stk
Grøn omelet med rød salsa,Friskpresset limesaft,1,spsk
Grøn omelet med rød salsa,Groft salt,1,tsk
Grøn omelet med rød salsa,Friskkværnet peber,0,stk
Grøn omelet med rød salsa,Æg,6,stk
Grøn omelet med rød salsa,Fraiche,2,dl
Grøn omelet med rød salsa,Skyllede babyspinatblade,50,g
Grøn omelet med rød salsa,Groft salt,0,5,½tsk
Grøn omelet med rød salsa,Friskkværnet peber,0,stk
Grøn omelet med rød salsa,Smør,20,g
Grøn omelet med rød salsa,Rensede grønne asparges ca. 20 stk. ca. g,200,g
Grøn omelet med rød salsa,Revet mozzarellaost,100,g
Grøn omelet med rød salsa,Babyspinatblade,50,g
Grøn omelet med rød salsa,Ristet rugbrød ca. g,300,g
Veggetoast,Aubergine ca. 325 g,1,stk
Veggetoast,Groft salt,1,tsk
Veggetoast,Olivenolie,0,5,½spsk
Veggetoast,Basilikumpesto,2,spsk
Veggetoast,Hvidvinseddike,1,dl
Veggetoast,Sukker ca. 1 dl,85,g
Veggetoast,Groft salt,0,5,½tsk
Veggetoast,Rødløg i tynde både ca. 75 g,1,stk
Veggetoast,Landbrød ca. 250 g,8,skiver
Veggetoast,Revet mozzarellaost,140,g
Veggetoast,Avocadoer i tynde skiver ca. 200 g,2,stk
Veggetoast,Grøn salat,75,g
Kalvesteg med sherrysauce,Kalvefilet med fedtkant - skåret af kalvekam,2,5,½kg
Kalvesteg med sherrysauce,Groft salt,2,tsk
Kalvesteg med sherrysauce,Friskkværnet peber,0,stk
Kalvesteg med sherrysauce,Vand,0,75,¾liter
Kalvesteg med sherrysauce,Mælkesauce,1,liter
Kalvesteg med sherrysauce,Groft salt,0,75,¾tsk
Kalvesteg med sherrysauce,Friskkværnet peber,0,stk
Kalvesteg med sherrysauce,Tør sherry fx amontillado,0,5,½dl
Kalvesteg med sherrysauce,Evt. kulør,0,stk
Kalvesteg med sherrysauce,Smør,50,g
Kalvesteg med sherrysauce,Forårsløg i skrå stykker ca. 600 g,6,bundter
Kalvesteg med sherrysauce,Halve stenfri blå og grønne vindruer,800,g
Kalvesteg med sherrysauce,Grofthakkede valnøddekerner,200,g
Kalvesteg med sherrysauce,Groft salt,1,tsk
Kalvesteg med sherrysauce,Friskkværnet peber,0,stk
Kalvesteg med sherrysauce,Kogte aspargeskartofler,3,kg
Nytårskage,Groftrevet marcipan,200,g
Nytårskage,Æggehvider ca. 60 g,2,stk
Nytårskage,Flormelis,100,g
Nytårskage,Piskefløde,1,dl
Nytårskage,Frossen passionsfrugt,100,g
Nytårskage,Finthakket hvid chokolade,200,g
Nytårskage,Husblas,5,blade
Nytårskage,Koncentreret hyldeblomstsaft,0,5,½dl
Nytårskage,Friskpresset citronsaft,2,spsk
Nytårskage,Champagne eller anden mousserende vin,2,dl
Nytårskage,Vaniljestang,1,stk
Nytårskage,Sukker,3,spsk
Nytårskage,Piskefløde,5,dl
Nytårskage,Hvid velvet spray,0,stk
Ratatouille i pakker med grillet ost,Aubergine i skiver ca. 300 g,1,stk
Ratatouille i pakker med grillet ost,Løg i ringe ca. 300 g,4,stk
Ratatouille i pakker med grillet ost,Grøn squash i skiver ca. 300 g,1,stk
Ratatouille i pakker med grillet ost,Tomater i grove tern,300,g
Ratatouille i pakker med grillet ost,Frisk timian,12,stilke
Ratatouille i pakker med grillet ost,Groft salt,2,tsk
Ratatouille i pakker med grillet ost,Kvark,250,g
Ratatouille i pakker med grillet ost,Finthakket rød peberfrugt ca. 150 g,1,stk
Ratatouille i pakker med grillet ost,Æbleeddike,1,tsk
Ratatouille i pakker med grillet ost,Groft salt,0,5,½tsk
Ratatouille i pakker med grillet ost,Friskkværnet peber,0,stk
Ratatouille i pakker med grillet ost,Groft brød i skiver ca. 300 g,300,g
Ratatouille i pakker med grillet ost,Pillet fed hvidløg,1,stk
Ratatouille i pakker med grillet ost,Grillost,1,pakke
Ratatouille i pakker med grillet ost,Olie,2,tsk
Ratatouille i pakker med grillet ost,Groftkværnet peber,0,stk
Hot rød suppe med rugbrødscroutoner,Røde peberfrugter i grove stykker ca. 450 g,3,stk
Hot rød suppe med rugbrødscroutoner,Tørrede røde linser ca. 2 dl,150,g
Hot rød suppe med rugbrødscroutoner,Løg i grove stykker ca. 200 g,3,stk
Hot rød suppe med rugbrødscroutoner,Hakket rød chilipeber,1,spsk
Hot rød suppe med rugbrødscroutoner,Koncentreret tomatpuré ca. 70 g,1,dåse
Hot rød suppe med rugbrødscroutoner,Vand,1,liter
Hot rød suppe med rugbrødscroutoner,Madlavningsfløde,2,5,½dl
Hot rød suppe med rugbrødscroutoner,Groft salt,2,tsk
Hot rød suppe med rugbrødscroutoner,Fuldkornsrugbrød i små tern,300,g
Hot rød suppe med rugbrødscroutoner,Smeltet smør,20,g
Hot rød suppe med rugbrødscroutoner,Fintklippet purløg,1,dl
Makaroni med krydrede kødboller,Hakket oksekød ca. 6% fedt,350,g
Makaroni med krydrede kødboller,Fintrevet løg ca. 50 g,1,stk
Makaroni med krydrede kødboller,Hakkede krydderurter fx bredbladet persille merian og dild,3,spsk
Makaroni med krydrede kødboller,Små hakkede fed hvidløg,2,stk
Makaroni med krydrede kødboller,Groft salt,0,75,¾tsk
Makaroni med krydrede kødboller,Smør,25,g
Makaroni med krydrede kødboller,Vand,3,liter
Makaroni med krydrede kødboller,Groft salt,1,spsk
Makaroni med krydrede kødboller,Tørret pasta fx bucatini eller makaroni,300,g
Makaroni med krydrede kødboller,Gulerødder i små tern ca. 300 g,4,stk
Makaroni med krydrede kødboller,Grønne bønner i 2 cm stykker,300,g
Makaroni med krydrede kødboller,Revet cheddar- og maasdammerost,100,g
Makaroni med krydrede kødboller,Grofthakkede krydderurter fx bredbladet persille merian og dild,1,dl
Makaroni med krydrede kødboller,Fintrevet citronskal usprøjtet,2,tsk
Makaroni med krydrede kødboller,Groftkværnet peber,0,stk
Persillesuppe,Grøntsagsbouillon,1,5,½liter
Persillesuppe,Porrer i mindre stykker ca. 250 g,2,stk
Persillesuppe,Løg i kvarte ca. 75 g,1,stk
Persillesuppe,Persillerødder i tern ca. 150 g,3,stk
Persillesuppe,Skrællet knoldselleri i tern,450,g
Persillesuppe,Skyllede kviste af kruspersille ca. 1 liter,100,g
Persillesuppe,Flødeost,150,g
Persillesuppe,Groft salt,1,tsk
Persillesuppe,Friskkværnet peber,0,stk
Persillesuppe,Ristet rugbrød eller rugbrødscroutoner,250,g
Æblebidder med havregrød - af en rest grød,Havregryn ca. 5 dl,150,g
Æblebidder med havregrød - af en rest grød,Æg,1,stk
Æblebidder med havregrød - af en rest grød,Smør - smeltet,50,g
Æblebidder med havregrød - af en rest grød,Sukker ca. 1½ dl,125,g
Æblebidder med havregrød - af en rest grød,Kold havregrød,250,g
Æblebidder med havregrød - af en rest grød,Grofthakkede valnøddekerner,75,g
Æblebidder med havregrød - af en rest grød,Kakaopulver,3,spsk
Æblebidder med havregrød - af en rest grød,Stødt kanel,0,5,½tsk
Æblebidder med havregrød - af en rest grød,Stødt kardemomme,0,25,¼tsk
Æblebidder med havregrød - af en rest grød,Vaniljesukker,1,tsk
Æblebidder med havregrød - af en rest grød,Bagepulver,1,tsk
Æblebidder med havregrød - af en rest grød,Fint salt,0,5,½tsk
Æblebidder med havregrød - af en rest grød,Sødt groftrevet æble,1,stk
Æblebidder med havregrød - af en rest grød,Perlesukker,1,spsk
Skyr-yoghurt med rugdrys,Rugbrød uden kerner,200,g
Skyr-yoghurt med rugdrys,Hakket mørk chokolade,40,g
Skyr-yoghurt med rugdrys,Hakkede mandler,40,g
Skyr-yoghurt med rugdrys,Skyr-yoghurt med hindbær og granatæble,3,dl
Lagkage med æble  karamelflødeskum og valnøddekrokant,Valnøddekerner,50,g
Lagkage med æble  karamelflødeskum og valnøddekrokant,Sukker ca. 2 dl,175,g
Lagkage med æble  karamelflødeskum og valnøddekrokant,Piskefløde,0,5,½liter
Lagkage med æble  karamelflødeskum og valnøddekrokant,Rødkindede æbler fx gråsten,4,stk
Lagkage med æble  karamelflødeskum og valnøddekrokant,Friskpresset citronsaft,4,spsk
Lagkage med æble  karamelflødeskum og valnøddekrokant,Sukker,2,5,½spsk
Lagkage med æble  karamelflødeskum og valnøddekrokant,Rødkindet æble,0,5,½
Lagkage med æble  karamelflødeskum og valnøddekrokant,Friskpresset citronsaft,1,spsk
Lagkage med æble  karamelflødeskum og valnøddekrokant,Sukker,1,spsk
Lagkage med æble  karamelflødeskum og valnøddekrokant,Piskefløde,0,25,¼liter
Citronstegte rejer og karrysauce med mango,Rå tigerrejer med skal,300,g
Citronstegte rejer og karrysauce med mango,Olivenolie,2,spsk
Citronstegte rejer og karrysauce med mango,Friskpresset citronsaft,1,5,½spsk
Citronstegte rejer og karrysauce med mango,Fintrevet citronskal usprøjtet,1,spsk
Citronstegte rejer og karrysauce med mango,Groft salt,0,5,½tsk
Citronstegte rejer og karrysauce med mango,Karrysauce,0,5,½liter
Citronstegte rejer og karrysauce med mango,Grøn squash i  2 x 2 cm tern ca. 250 g,1,stk
Citronstegte rejer og karrysauce med mango,Tomater i tykke både ca. 375 g,5,stk
Citronstegte rejer og karrysauce med mango,Groft salt,0,5,½tsk
Citronstegte rejer og karrysauce med mango,Mangofrugt i tern ca. 250 g,1,stk
Citronstegte rejer og karrysauce med mango,Rensede babyspinatblade,100,g
Citronstegte rejer og karrysauce med mango,Basmatiris - koges,240,g
Røget hellefisk i kalvebouillon,Creme fraiche eller 38%,1,5,½dl
Røget hellefisk i kalvebouillon,Fintrevet frisk peberrod,3,spsk
Røget hellefisk i kalvebouillon,Friskkværnet peber,0,stk
Røget hellefisk i kalvebouillon,Smør - smeltet,20,g
Røget hellefisk i kalvebouillon,Røget hellefisk,6,skiver
Røget hellefisk i kalvebouillon,Kalvebouillon,1,5,½dl
Røget hellefisk i kalvebouillon,Høvlet frisk peberrod,0,stk
Røget hellefisk i kalvebouillon,Karse i små buketter,0,stk
Røget hellefisk i kalvebouillon,Ristet rugbrød,150,g
Nem fødselsdagskringle,Mælk,1,5,½dl
Nem fødselsdagskringle,Gær,25,g
Nem fødselsdagskringle,Æg,1,stk
Nem fødselsdagskringle,Sukker,2,spsk
Nem fødselsdagskringle,Nip fint salt,1,stk
Nem fødselsdagskringle,Hvedemel  ca. 6¾ dl,400,g
Nem fødselsdagskringle,Vaniljesauce,2,dl
Nem fødselsdagskringle,Majsmel,1,spsk
Nem fødselsdagskringle,Æg,0,5,½
Nem fødselsdagskringle,Rosiner,1,5,½dl
Nem fødselsdagskringle,Sammenpisket æg,0,5,½
Nem fødselsdagskringle,Mandelflager,0,stk
Nem fødselsdagskringle,Perlesukker,0,stk
Nem fødselsdagskringle,Kold vaniljesauce,3,dl
Sandwich med chilispread og lynsyltede grøntsager,Radiser i tynde skiver,125,g
Sandwich med chilispread og lynsyltede grøntsager,Forårsløg i tynde ringe ca. 100 g,1,bundt
Sandwich med chilispread og lynsyltede grøntsager,Agurk i halve skiver ca. 250 g,1,stk
